number,customer,description,price,country,url_addr,deadline
2019-721373,"Управление по образованию, спорту и туризму Солигорского райисполкома",Телевизор,0,BLR,http://www.icetrade.by/tenders/all/view/721373,2019-06-27
2019-721029,Управление по образованию администрации Московского района г. Бреста,"спортивный инвентарь (маты, канаты)",8 410,BLR,http://www.icetrade.by/tenders/all/view/721029,2019-07-01
2019-722425,"ОАО ""Управляющая компания холдинга ""Агромашсервис""",Закупка сельскохозяйственной техники в количестве 130 единиц.,0,BLR,http://www.icetrade.by/tenders/all/view/722425,2019-07-04
2019-722423,"УП ""Медтехника"" г. Гродно","ГродМТ 166/19-ЭА лот 1 «Видеобронхоскоп для доукомплектации имеющейся в учреждении видеосистемы EPX-2500 производства Fujinon Corporation, Япония для УЗ «ГКБ № 2 г. Гродно» по заявке Главное управление здравоохранения Гродненского областного исполнительно",0,BLR,http://www.icetrade.by/tenders/all/view/722423,2019-07-08
2019-722419,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение строительно-монтажных работ на объекте «Замена пассажирских лифтов в жилом доме № 8 корпус 1 по просп. Газеты Звязда в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство № 1 Московского района г. Минска», КС329-06/191",154 000,BLR,http://www.icetrade.by/tenders/all/view/722419,2019-07-16
2019-722417,Волковысская СДЮШОР  №2,Спортивный инвентарь,33 592.77,BLR,http://www.icetrade.by/tenders/all/view/722417,2019-06-28
2019-722416,"ОАО ""Управляющая компания холдинга ""МИНСКИЙ МОТОРНЫЙ ЗАВОД""","закупка резьбонакатных роликов, изготовленных по чертежам ОАО ""УКХ ""ММЗ"", согласно приложению №1",30 000,BLR,http://www.icetrade.by/tenders/all/view/722416,2019-07-12
2019-722415,"ОАО ""БЕЛЭЛЕКТРОМОНТАЖНАЛАДКА""","Закупка ""Колодцы сварные кабельные""",373 500,BLR,http://www.icetrade.by/tenders/all/view/722415,2019-07-01
2019-722414,"Государственное учреждение ""Ивацевичская районная ветеринарная станция""","Выбор подрядной организации на выполнение строительно-монтажных работ на объекте: ""Текущий ремонт в ветеринарной лаборатории и актовом зале ГУ ""Ивацевичская районная ветеринарная станция""",31 363,BLR,http://www.icetrade.by/tenders/all/view/722414,2019-07-01
2019-722413,Отдел по образованию Верхнедвинского райисполкома,детская мебель,8 023.24,BLR,http://www.icetrade.by/tenders/all/view/722413,2019-06-28
2019-722409,Быховское УКП ЖКХ,Выбор генеральной подрядной организации на выполнение строительно-монтажных работ по объекту «Капитальный ремонт ул.Искалиева в г.Быхове».,406 702,BLR,http://www.icetrade.by/tenders/all/view/722409,2019-07-15
2019-722077,"ОАО ""Бегомльское""",закупка гербицида,0,BLR,http://www.icetrade.by/tenders/all/view/722077,2019-07-01
2019-722075,"ОАО ""Гродно Азот""",Закупка пневматического транспортабельного токарного приспособления с внутренним зажимом с диаметром проточки до 600 мм в комплекте с передвижным компрессором,1,BLR,http://www.icetrade.by/tenders/all/view/722075,2019-07-09
2019-722074,"Открытое акционерное общество ""Строительно-монтажный трест №40""","плита гипсовая для перегородок, блоки из ячеистого бетонов стеновые, растворная смесь сухая",140 057.04,BLR,http://www.icetrade.by/tenders/all/view/722074,2019-07-05
2019-722073,"ОАО ""Могилевхлебопродукт""-управляющая компания холдинга ""Могилевхлебопродукт""",Закупка витаминов,380 000,BLR,http://www.icetrade.by/tenders/all/view/722073,2019-07-05
2019-722070,"УП ""Брестоблгаз""",выполнение строительно-монтажных работ на объекте «Строительство сетей газоснабжения по ул.Граничной в д.Петьки Кобринского района»,12 943,BLR,http://www.icetrade.by/tenders/all/view/722070,2019-07-16
2019-722067,"РУП ""Минскэнерго"" филиал ""Жодинская ТЭЦ""","Текущий ремонт зданий филиала ""Жодинская ТЭЦ"" РУП ""Минскэнерго""",60 000,BLR,http://www.icetrade.by/tenders/all/view/722067,2019-06-27
2019-722066,"Отдел идеологической работы, культуры и по делам молодежи Мозырского райисполкома",Торф топливный,0,BLR,http://www.icetrade.by/tenders/all/view/722066,2019-06-28
2019-722065,"ОАО ""Могилевхлебопродукт""-управляющая компания холдинга ""Могилевхлебопродукт""",Закупка шрота подсолнечного,180 000,BLR,http://www.icetrade.by/tenders/all/view/722065,2019-07-05
2019-722064,"Государственное учреждение ""ОБЪЕДИНЕНИЕ МИНСКМЕЛИОВОДХОЗ""",Технадзор на реконструкции,25 650,BLR,http://www.icetrade.by/tenders/all/view/722064,2019-06-28
2019-722062,"РУПТП ""Оршанский льнокомбинат""",метасиликат натрия пятиводный (девятиводный) технический в мешках (не более 50 кг),1 000 000,BLR,http://www.icetrade.by/tenders/all/view/722062,2019-07-05
2019-721720,"ГУ ""РНПЦ пульмонологии и фтизиатрии""","Мягкий инвентарь, средства индивидуальной защиты",0,BLR,http://www.icetrade.by/tenders/all/view/721720,2019-06-27
2019-721719,"УП ""Медтехника"" г.Витебск","ВитМТ № 92/19-ЭА Лоты № 1 - 3 «Системы суточного мониторирования ЭКГ и АД, кардиорегистраторы»",196 400,BLR,http://www.icetrade.by/tenders/all/view/721719,2019-07-04
2019-721718,"ОАО ""МЗКТ""","Компьютерная техника для нужд ОАО ""МЗКТ""",250 000,BLR,http://www.icetrade.by/tenders/all/view/721718,2019-07-08
2019-721717,Управление внутренних дел Минского облисполкома,Масла моторные,0,BLR,http://www.icetrade.by/tenders/all/view/721717,2019-06-27
2019-721714,"УП ""Брестоблгаз""",автомобили,0,BLR,http://www.icetrade.by/tenders/all/view/721714,2019-07-04
2019-721713,"Витебское республиканское унитарное предприятие электроэнергетики ""Витебскэнерго""",Закупка строительно-монтажных работ,87 270.96,BLR,http://www.icetrade.by/tenders/all/view/721713,2019-07-02
2019-721711,"Государственное предприятие ""Жилищное коммунальное хозяйство № 1 Московского района г.Минска""","Выполнение работ по текущему ремонту крылец жилых домов, в интересах КУП ""Жилищное коммунальное хозяйство №1 Московского района г. Минска""",13 956.19,BLR,http://www.icetrade.by/tenders/all/view/721711,2019-06-27
2019-721710,"ОАО ""НЕРУДПРОМ""",Закупка экскаватора гидравлического на гусеничном ходу,600 000,BLR,http://www.icetrade.by/tenders/all/view/721710,2019-06-28
2019-721709,"ОАО ""УЗДЕНСКИЙ РАЙАГРОСЕРВИС""","Закупка запасных частей, фильтров и масел для ремонта свеклоуборочного комбайна ""Rexor-620""",0,BLR,http://www.icetrade.by/tenders/all/view/721709,2019-07-04
2019-721708,"ОАО ""Птицефабрика Городок""",Закупка пшеницы,0,BLR,http://www.icetrade.by/tenders/all/view/721708,2019-07-04
2019-721372,"Управление по образованию, спорту и туризму Солигорского райисполкома",Пылесос SAMSUNG VCC4520S3S/XEV ( или аналог ) – 10 шт,0,BLR,http://www.icetrade.by/tenders/all/view/721372,2019-06-27
2019-721371,"ООО ""СтройИнженерГрупп""",Выбор подрядной организации для выполнения работ по объекту: «Текущий ремонт благоустройства прилегающей территории Учреждения образования «Климовичский Государственный аграрный колледж»,19 831.62,BLR,http://www.icetrade.by/tenders/all/view/721371,2019-06-27
2019-721370,"Управление по образованию, спорту и туризму Солигорского райисполкома",Одеяло синтепоновые детское 100 х140  -  140 шт,0,BLR,http://www.icetrade.by/tenders/all/view/721370,2019-06-27
2019-721369,"ООО ""СтройИнженерГрупп""",Выбор подрядной организации для выполнения строительно-монтажных работ по объекту: «Текущий ремонт помещений общежития № 2 УО «МГПАЛТК им. К.П. Орловского»,64 855.45,BLR,http://www.icetrade.by/tenders/all/view/721369,2019-06-26
2019-721367,"ГПУ НП ""Беловежская пуща""",Закупка запасных частей к бензопилам  STIHL,22 000,BLR,http://www.icetrade.by/tenders/all/view/721367,2019-06-26
2019-721365,"УК ""МГЦКиД""","Услуг по предоставлению сценического оборудования для создания спецэффектов, пневмофейерверка и фейерверка и услуг по постановке имитационно-пиротехнических эффектов  в рамках организации и проведения театрализованного концерта с элементами воспроизведения исторических событий «Солдатами были все…»",27 215,BLR,http://www.icetrade.by/tenders/all/view/721365,2019-06-26
2019-721363,"Унитарное коммунальное ремонтно-строительное предприятие ""Барановичиремстрой""","выбор подрядной организации для выполнения работ по устройству наружного освещения и питающей сети 0,4 кВ к фонтану на объекте    «Реконструкция здания вокзала Барановичи-Полесские по ул.Фроленкова,13. 4-ая очередь строительства. 3-й и 4-й пусковые комплексы- инженерные сети с благоустройством на привокзальной площади»  (4-й пусковой комплекс)",44 166.41,BLR,http://www.icetrade.by/tenders/all/view/721363,2019-06-27
2019-721362,"Унитарное коммунальное ремонтно-строительное предприятие ""Барановичиремстрой""","выбор подрядной организации для выполнения работ по устройству сетей водопровода  и дождевой канализации на объекте    «Реконструкция здания вокзала Барановичи-Полесские по ул.Фроленкова,13. 4-ая очередь строительства. 3-й и 4-й пусковые комплексы- инженерные сети с благоустройством на привокзальной площади» ( 4-й пусковой комплекс)",61 566.80,BLR,http://www.icetrade.by/tenders/all/view/721362,2019-06-27
2019-721360,"Частное предприятие ""Инжстройуслуги""",Ввыбор подрядной организации для выполнения строительно-монтажных  работ по объекту: «Благоустройство территории Браславской центральной районной больницы»,460 418,BLR,http://www.icetrade.by/tenders/all/view/721360,2019-06-28
2019-721359,ОТДЕЛ ПО ОБРАЗОВАНИЮ ДОКШИЦКОГО РИК,закупка детского спортивно – игрового оборудования для государственного учреждения образования «Бегомльский ясли – сад 	Докшицкого района»,26 000,BLR,http://www.icetrade.by/tenders/all/view/721359,2019-06-26
2019-721358,Отдел по образованию Березовского райисполкома,закупка технологического оборудования для учреждений отдела по образованию Березовского РИК,44 518,BLR,http://www.icetrade.by/tenders/all/view/721358,2019-06-26
2019-721357,Коммунальное жилищное ремонтно-эксплуатационное унитарное предприятие «Сельмашевское»,закупка материалов для проведения работ по текущему ремонту асфальтобетонного покрытия дворовых территорий жилых домов КЖРЭУП «Сельмашевское»,18 531.82,BLR,http://www.icetrade.by/tenders/all/view/721357,2019-06-28
2019-721028,"Волковысское ОАО ""Беллакт""","выбор подрядной организации для выполнения работ по объекту: «Капитальный ремонт фасада производственного корпуса (консервный цех), расположенного по адресу г. Волковыск, ул. Октябрьская, 133»",154 253.09,BLR,http://www.icetrade.by/tenders/all/view/721028,2019-06-27
2019-721027,Департамент исполнения наказаний Министерства внутренних дел Республики Беларусь,см. аукционные документы,0,BLR,http://www.icetrade.by/tenders/all/view/721027,2019-06-27
2019-721023,Главное статистическое управление Могилевской области,«Закупка компактных светодиодных фонарей»,0,BLR,http://www.icetrade.by/tenders/all/view/721023,2019-06-26
2019-721021,"ИООО ""Горецкий пищевой комбинат""","Приобретение стаканов полипропиленовых белых, стаканов полипропиленовых в слив этикетке ПВХ,  услуг по изготовлению, насадке и усадке слив этикетки ПВХ",859 060,BLR,http://www.icetrade.by/tenders/all/view/721021,2019-06-26
2019-721018,БНТУ,"«Текущий ремонт умывальных комнат 2 и 3-го этажей общежития филиала БНТУ «МГАСК» по адресу ул. Зм.Бядули, 9», «Замена труб по текущему ремонту  системы отопления учебно-производственных мастерских филиала БНТУ «МГАСК» по адресу  ул. Марьевская, 4», «Замена труб по текущему ремонту системы отопления подвала учебного корпуса № 2 филиала БНТУ «МГАСК» по адресу ул. Зм.Бядули, 7», «Замена труб по текущему ремонту системы отопления столовой филиала БНТУ «МГАСК» по адресу ул. Зм.Бядули,9»",74 000,BLR,http://www.icetrade.by/tenders/all/view/721018,2019-06-26
2019-721017,"БУКП ""Жилкомхоз""",Выполнение строительно-монтажных работ-изготовление и монтаж окон ПВХ с отливами из оцинкованной кровельной стали с полимерным покрытием,11 553,BLR,http://www.icetrade.by/tenders/all/view/721017,2019-07-12
2019-721014,1-я городская клиническая больница,Лента диаграммная для регистрирующих приборов,8 600,BLR,http://www.icetrade.by/tenders/all/view/721014,2019-06-26
2019-721013,"ООО ""БелМаркетКомпани""","Закупка серверного оборудования для ООО ""БелМаркетКомпани"".(Тендер №32)",0,BLR,http://www.icetrade.by/tenders/all/view/721013,2019-06-28
2019-721011,"Отдел по образованию, спорту и туризму Круглянского районного исполнительного комитета",Закупка свежих овощей,0,BLR,http://www.icetrade.by/tenders/all/view/721011,2019-07-02
2019-721010,Могилевский городской ЦКРОиР,Закупка специально оборудованного транспорта для перевозки детей-инвалидов,77 750,BLR,http://www.icetrade.by/tenders/all/view/721010,2019-07-02
2019-721007,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение строительно-монтажных работ на объекте строительства «Замена пассажирских лифтов в жилом доме № 6 корпус 1 по ул. Есенина в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство № 1 Московского района г. Минска»,КС325-06/191",572 000,BLR,http://www.icetrade.by/tenders/all/view/721007,2019-07-25
2019-720996,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение строительно-монтажных работ на объекте строительства «Замена пассажирских лифтов в жилом доме № 5 корпус 1 по ул. Космонавтов в г. Минске» в интересах коммунального унитарного предприятия «Жилищное коммунальное хозяйство № 1 Московского района г. Минска»,КС324-06/191",418 000,BLR,http://www.icetrade.by/tenders/all/view/720996,2019-07-25
2019-722408,"ОАО ""Борисовдрев""","Закупка заготовок из картона для наружного спичечного коробка, печать 4+0 кр.+выборочный офсетный лак для спичечного цеха ОАО «Борисовдрев».",489 000,BLR,http://www.icetrade.by/tenders/all/view/722408,2019-07-10
2019-722407,Глусская санаторная школа-интернат для детей с соматической патологией,"Выбор подрядной организации на выполнение ремонтных работ на объекте :"" Текущий ремонт фасада здания учебного и спального корпуса ГУО ""Глусская санаторная школа-интернат для детей с соматической патологией""",27 100,BLR,http://www.icetrade.by/tenders/all/view/722407,2019-06-28
2019-722406,"КУМПП ЖКХ ""Столинское ЖКХ""",закупка материалов для строительства объекта «Модернизация водоводов 1-го подъема водозабора г. Давид-Городок (2-й пусковой комплекс)»,0,BLR,http://www.icetrade.by/tenders/all/view/722406,2019-07-04
2019-722404,Брестская городская больница №1,Закупка услуг по ремонту эндоскопического оборудования,15 255,BLR,http://www.icetrade.by/tenders/all/view/722404,2019-07-04
2019-722403,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства: «Капитальный ремонт жилого дома № 40 по улице Притыцкого в городе Минске» 1-я очередь строительства в интересах Государственного предприятия «Жилищное коммунальное хозяйство № 2 Фрунзенского района г. Минска», КС331-06/191",1 139 400,BLR,http://www.icetrade.by/tenders/all/view/722403,2019-07-17
2019-722400,Витебская областная клиническая больница,ВОКБ 33-19 ЭА «Техническое обслуживание и ремонт медицинского оборудования УЗ «Витебская областная клиническая больница» на 2019 г,0,BLR,http://www.icetrade.by/tenders/all/view/722400,2019-06-25
2019-722399,Белорусско-Российский университет,услуги по вывозу и захоронению коммунальных отходов на второе полугодие 2019 г.,19 000,BLR,http://www.icetrade.by/tenders/all/view/722399,2019-06-28
2019-722396,"Государственное предприятие ""УКС Воложинского района""","Выбор генерального подрядчика для выполнения работ по сетям электроснабжения, реконструкции ТП на объекте ""Реконструкция здания отделения дневного пребывания для инвалидов ГУ ""Воложинский территориальный центр социального обслуживания населения. 1-я очередь""",36 040,BLR,http://www.icetrade.by/tenders/all/view/722396,2019-07-01
2019-722395,Пинский городской исполнительный комитет,Услуга по разработке проектной документации на уплотнение индивидуальной застройки,14 500,BLR,http://www.icetrade.by/tenders/all/view/722395,2019-06-28
2019-722060,Минская ЦРБ,Дезинфицирующие средства,82 350,BLR,http://www.icetrade.by/tenders/all/view/722060,2019-07-04
2019-722059,"УП ""УКС МИНГОРИСПОЛКОМА""",Выбор поставщика компьютерного оборудования для объекта строительства: «Жилой комплекс «Лазурит» на пересечении пр. Победителей- ул. Нарочанской в г. Минске. Амбулаторно-поликлиническ­ое учреждение по пр. Победителей »,0,BLR,http://www.icetrade.by/tenders/all/view/722059,2019-07-08
2019-722058,"Учреждение ""РЦОП ПО ЗИМНИМ ВИДАМ СПОРТА ""РАУБИЧИ""",Клюшки вратарские,11 760,BLR,http://www.icetrade.by/tenders/all/view/722058,2019-07-04
2019-722057,"РНПЦ ""КАРДИОЛОГИЯ""",реагенты и расходные материалы для НИР,0,BLR,http://www.icetrade.by/tenders/all/view/722057,2019-06-29
2019-722055,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Гомель",МТ 191/19-ЭА «Респираторы медицинские для УЗ Гомельской области»,0,BLR,http://www.icetrade.by/tenders/all/view/722055,2019-07-04
2019-722053,Управление по образованию администрации Московского района г. Бреста,закупка компьютеров,18 600,BLR,http://www.icetrade.by/tenders/all/view/722053,2019-07-05
2019-722052,"ОМТС РУП ""Могилевское отделение Белорусской железной дороги""",Закупка гидроматора и пневмовентелей,3 400,BLR,http://www.icetrade.by/tenders/all/view/722052,2019-06-26
2019-722051,"ОАО ""Мозырский НПЗ""",образцовые средства,6,BLR,http://www.icetrade.by/tenders/all/view/722051,2019-06-25
2019-722048,СДЮШОР №2 Молодечненского райисполкома,Овес,11 000,BLR,http://www.icetrade.by/tenders/all/view/722048,2019-06-28
2019-721706,БЕЛОРУССКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ,"Текущий ремонт лестничных клеток учебного корпуса по ул. Седых, 40 в г. Минске",73 000,BLR,http://www.icetrade.by/tenders/all/view/721706,2019-06-27
2019-721705,УП ЖКХ,текущий ремонт,111 000,BLR,http://www.icetrade.by/tenders/all/view/721705,2019-07-01
2019-721701,"ОАО ""Мозырский НПЗ""","оказание услуг по проведению технического диагностирования с оценкой остаточного ресурса трубопроводов пара и горячей воды, эксплуатируемых на ОАО ""Мозырский НПЗ""",290 182.96,BLR,http://www.icetrade.by/tenders/all/view/721701,2019-07-09
2019-721700,РНПЦ ОМР им. Н.Н. Александрова,изделий одноразовых для инфузионной терапии,32 400,BLR,http://www.icetrade.by/tenders/all/view/721700,2019-06-27
2019-721697,"ОАО ""Гродно Азот""",Закупка приспособлений для шлифовки линзовых уплотнений по Лотам,3,BLR,http://www.icetrade.by/tenders/all/view/721697,2019-07-09
2019-721694,"Государственное предприятие ""ЖКХ Центрального района г. Минска""","Текущий ремонт пешеходных связей внутридворовых территорий жилых домов №6/1, 12/1, 12/2, 18 по ул.Л.Украинки, №8/2 по ул.Радужной, №95 по пр.Победителей, №12 по ул.Заславской, №3 по ул.Ленина в г.Минске",2 838,BLR,http://www.icetrade.by/tenders/all/view/721694,2019-06-28
2019-721692,"УП ""Медтехника"" г.Витебск","ВитМТ № 91/19-ЭА Лоты № 1 - 5
«Аппараты ультразвуковые диагностические, гемодинамические мониторы»",0,BLR,http://www.icetrade.by/tenders/all/view/721692,2019-07-04
2019-721688,"ОАО ""Гомельский химический завод""",Закупка ПЭВМ,0,BLR,http://www.icetrade.by/tenders/all/view/721688,2019-07-05
2019-721685,"РУСП ""Массоляны""",Техническое обслуживание зерноуборочных комбайнов,0,BLR,http://www.icetrade.by/tenders/all/view/721685,2019-06-27
2019-721684,"Государственное учреждение ""Республиканский научно-практический центр радиационной медицины и экологии человека""",Ремонт с учетом замены запасных частей и расходных материалов медицинского оборудования,0,BLR,http://www.icetrade.by/tenders/all/view/721684,2019-07-04
2019-721683,31-я городская поликлиника,"Реагенты, контроли и расходные материалы, пробирки",0,BLR,http://www.icetrade.by/tenders/all/view/721683,2019-07-01
2019-721355,32-я городская клиническая поликлиника,Cистемы безопасного забора крови,0,BLR,http://www.icetrade.by/tenders/all/view/721355,2019-06-26
2019-721352,"Отдел идеологической работы, культуры и по делам молодежи Докшицкого райисполкома",Текущий ремонт в здании Бегомльской детской школы искусств:,15 000,BLR,http://www.icetrade.by/tenders/all/view/721352,2019-06-26
2019-721349,МОЛОДЕЧНЕНСКАЯ ЦРБ,"На закупку реагентов, реактивов лабораторных, расходных и контрольных материалов  №4  на 2019 год",0,BLR,http://www.icetrade.by/tenders/all/view/721349,2019-07-02
2019-721347,"Могилевская областная СДЮШОР профсоюзов ""Юность""",Лук спортивный в сборе,4 000,BLR,http://www.icetrade.by/tenders/all/view/721347,2019-06-26
2019-721346,Отдел образования Светлогорского райисполкома,"Текущий ремонт в ГУО ""Оздоровительный лагерь ""Космос Светлогорского района""",52 000,BLR,http://www.icetrade.by/tenders/all/view/721346,2019-06-26
2019-721345,Гродненский городской центр культуры,"Процедура запроса ценовых предложений по предоставлению, доставке, установке мобильных сценических комплексов, светового оборудования, светодиодного экрана, звукового оборудования для проведения мероприятий 3 июля 2019 года, посвященных Дню Независимости Республики Беларусь",14 900,BLR,http://www.icetrade.by/tenders/all/view/721345,2019-06-26
2019-721344,Брестская таможня,Текущий ремонт кабинетов и коридоров в АПП «Томашовка»,19 381.08,BLR,http://www.icetrade.by/tenders/all/view/721344,2019-06-26
2019-721343,"ОАО ""Комаровка""",Комбинация косилок Easy Cut F 320 CV+B 870 CV Collect c V-образными стальными битерами и ленточными транспортерами или аналог,226 000,BLR,http://www.icetrade.by/tenders/all/view/721343,2019-07-02
2019-721340,Свислочское районное унитарное предприятие жилищно-коммунального хозяйства,ГПИ трубы для модернизации участков тепловых сетей  Свислочского района»,57 495,BLR,http://www.icetrade.by/tenders/all/view/721340,2019-07-20
2019-721339,"Издательский дом ""Беларусь сегодня""",закупка газетной бумаги,2 845 000,BLR,http://www.icetrade.by/tenders/all/view/721339,2019-07-03
2019-721338,"РУП ""Производственное объединение ""Белоруснефть""","Оборудование для восстановления работоспособности центральных блоков регистрации сейсмостанции Sersel 428XL (сервер, персональный компьютер, монитор)",38 250,BLR,http://www.icetrade.by/tenders/all/view/721338,2019-06-26
2019-721337,"Государственное предприятие ""УКС города Гомеля""",Выбор генеральной проектной организации на выполнение проектно-изыскательских работ объекта «Проект застройки в районе ул. Косарева в г. Гомеле. 1-й расчётно-планировочный квартал».,186 000,BLR,http://www.icetrade.by/tenders/all/view/721337,2019-07-15
2019-720995,Витебский областной клинический роддом,"Овощи (картофель, капуста, лук) на третий квартал 2019 года.",0,BLR,http://www.icetrade.by/tenders/all/view/720995,2019-06-26
2019-720993,"ОАО ""Лидахлебопродукт""",Закупка кормовых дрожжей ГОСТ 20083-74.,582 300,BLR,http://www.icetrade.by/tenders/all/view/720993,2019-07-04
2019-720987,Лепельская ЦРБ,Бакалейная продукция,0,BLR,http://www.icetrade.by/tenders/all/view/720987,2019-07-02
2019-720986,Минская ЦРБ,вакуумные системы для взятия крови однократного применения (вакутайнеров).,32 000,BLR,http://www.icetrade.by/tenders/all/view/720986,2019-07-04
2019-720984,"Государственное предприятие ""Управление капитальным строительством г. Бобруйска""","Выбор проектной организации на разработку проектно-сметной документации на  объекте: «Многоквартирный жилой дом ГП-35 по проспекту Строителей, 109 в малоэтажной застройке микрорайона № 7 в г. Бобруйске»",50 000,BLR,http://www.icetrade.by/tenders/all/view/720984,2019-07-12
2019-720978,Оршанский государственный аграрный колледж,"Текущий ремонт пола и по замене дверных блоков в общежитии УО «Оршанский государственный аграрный колледж», п. Высокое, ул. Шоссейная, 6Г, Оршанского района, Витебской области",39 000,BLR,http://www.icetrade.by/tenders/all/view/720978,2019-06-26
2019-720977,"СОАО ""Коммунарка""","арахис, миндаль, фундук, кешью",955 500,BLR,http://www.icetrade.by/tenders/all/view/720977,2019-07-01
2019-720971,"ООО ""ТитанПласт""",Выбор подрядной организации для выполнения работ по текущему ремонту асфальтобетонного покрытия территории,0,BLR,http://www.icetrade.by/tenders/all/view/720971,2019-06-30
2019-720969,Костюковичский лесхоз,Двигатель к автомобилю Volkswagen Caravelle T5,0,BLR,http://www.icetrade.by/tenders/all/view/720969,2019-06-26
2019-720968,"ЗАО ""АТЛАНТ""",закупка фиксатора для холодильников,240 000,BLR,http://www.icetrade.by/tenders/all/view/720968,2019-07-02
2019-720535,"ОАО ""БЕЛАЗ"" - управляющая компания холдинга ""БЕЛАЗ-ХОЛДИНГ""","Закупка комплектующих изделий для резцов и фрез, изготавливаемых согласно технологии фирмы ""Sandvik Coromant""",118 966,BLR,http://www.icetrade.by/tenders/all/view/720535,2019-07-11
2019-722047,"Республиканское Дочернее Сельскохозяйственное Унитарное Предприятие ""Белоруснефть-Особино""",Конвейер горизонтальный цепной скребковый К4-УТФ-320 или аналога; конвейера цепного скребкового типа 2ТСЦ(3) (круто-наклонного с углом подъема 45о) или аналога,0,BLR,http://www.icetrade.by/tenders/all/view/722047,2019-06-28
2019-722044,"ГО ""Белресурсы"" - управляющая компания холдинга ""Белресурсы""","услуги по восстановлению и ремонту копировальных аппаратов: SHARP., Konica Minolta; частей и принадлежностей к копировальным аппаратам SHARP (№ 082/19 АСМ повторный)",0,BLR,http://www.icetrade.by/tenders/all/view/722044,2019-06-25
2019-722040,"СП ""Строминвест"" ООО",Металлопрокат: арматура,2 000 000,BLR,http://www.icetrade.by/tenders/all/view/722040,2019-06-28
2019-722039,Полоцкий государственный химико-технологический колледж,"Текущий ремонт стальных труб на объекте, расположенном по адресу: г. Полоцк, Вильнюсское шоссе, 10",20 000,BLR,http://www.icetrade.by/tenders/all/view/722039,2019-06-28
2019-722038,"ОАО ""Белагропромбанк""","Закупка прав, оборудования, услуг Системы автоматизации Контакт-центра",492 000,BLR,http://www.icetrade.by/tenders/all/view/722038,2019-07-17
2019-722035,"ОАО ""Могилевхлебопродукт""-управляющая компания холдинга ""Могилевхлебопродукт""",Закупка шрота подсолнечного,180 000,BLR,http://www.icetrade.by/tenders/all/view/722035,2019-07-05
2019-722033,"ОАО ""Молочные горки""",упаковочная лента с печатным текстом и рисунком  из фольги алюминиевой,337 255,BLR,http://www.icetrade.by/tenders/all/view/722033,2019-07-01
2019-721682,"""ФТИ НАН БЕЛАРУСИ""","текущий ремонт асфальтобетонных покрытий проездов, площадок по адресу г. Минск, ул. Купревича 10",30 000,BLR,http://www.icetrade.by/tenders/all/view/721682,2019-07-08
2019-721681,Городская гинекологическая больница,"Расходные материалы для  стерилизации в оборудовании (Sterrad 100S): индикатор, полоска",0,BLR,http://www.icetrade.by/tenders/all/view/721681,2019-06-28
2019-721680,Ивьевское районное унитарное предприятие жилищно-коммунального хозяйства,Газонокосилка самоходная с сидением,10 000,BLR,http://www.icetrade.by/tenders/all/view/721680,2019-07-04
2019-721679,"УП ""МИНСКВОДОКАНАЛ""",Строительство канализационной насосной станции,656 126,BLR,http://www.icetrade.by/tenders/all/view/721679,2019-07-05
2019-721678,Полоцкий ГПЛ СХП,Замена по текущему ремонту окон в общежитии из материала подрядчика,23 000,BLR,http://www.icetrade.by/tenders/all/view/721678,2019-07-15
2019-721677,РЦТО МЧС РБ,Водосборник,6 300,BLR,http://www.icetrade.by/tenders/all/view/721677,2019-06-27
2019-721676,"Витебское республиканское унитарное предприятие электроэнергетики ""Витебскэнерго""","Закупка строительно-монтажных работ (сети электроснабжения 0,4-10кВ)",1 439 595.30,BLR,http://www.icetrade.by/tenders/all/view/721676,2019-07-02
2019-721673,Солтановский дом-интернат,масло сливочное,0,BLR,http://www.icetrade.by/tenders/all/view/721673,2019-06-27
2019-721672,Департамент финансов и тыла МВД РБ,"Корма готовые для собак, расфасованные для розничной торговли",13 160,BLR,http://www.icetrade.by/tenders/all/view/721672,2019-07-04
2019-721671,"Могилевская областная государственная инспекция по семеноводству, карантину и защите растений",Текущий ремонт административных помещений,0,BLR,http://www.icetrade.by/tenders/all/view/721671,2019-07-04
2019-721336,ОАО «Небанковская кредитно-финансовая организация «Белинкасгрупп»,"Услуги по комплексной профессиональной уборке помещений административных зданий, сооружений и прилегающей территории ОАО «НКФО «Белинкасгрупп»",8,BLR,http://www.icetrade.by/tenders/all/view/721336,2019-07-05
2019-721334,Могилевское государственное училище олимпийского резерва,закупка спортивного инвентаря для отделения настольного тенниса,13 675,BLR,http://www.icetrade.by/tenders/all/view/721334,2019-06-26
2019-721333,Быховское УКП ЖКХ,Консольный светодиодный светильник наружного освещение мощностью 100Вт,0,BLR,http://www.icetrade.by/tenders/all/view/721333,2019-06-26
